SubjCode,OnEvent,ISI
P506,SF2+,216
P506,NF2+,216
P506,NH7+,33
P506,NF2+,216
P506,NH7+,34
P506,SF2+,217
P506,NH2+,217
P506,SF7+,33
P506,SF2+,217
P506,SF7+,34
P506,NH7+,33
P506,SH7+,34
P506,SF7+,33
P506,NH7+,33
P506,NF2+,217
P506,NH7+,33
P506,NF2+,216
P506,NH2+,216
P506,SH2+,216
P506,SH2+,217
P506,SH2+,216
P506,SH2+,216
P506,SF7+,33
P506,SH7+,33
P506,SF2+,216
P506,SF2+,217
P506,NF7+,33
P506,SF7+,33
P506,NH7+,34
P506,NH2+,216
P506,SF7+,33
P506,SF2+,217
P506,NH2+,216
P506,NH2+,217
P506,NF7+,33
P506,NH2+,216
P506,NH7+,33
P506,NF7+,33
P506,SF2+,216
P506,SF2+,217
P506,SF7+,33
P506,SH2+,217
P506,SF7+,33
P506,SF2+,217
P506,NH2+,217
P506,NH7+,33
P506,NF2+,216
P506,NH7+,33
P506,SH7+,34
P506,SF2+,216
P506,NF2+,216
P506,NH2+,217
P506,NF7+,34
P506,SH2+,216
P506,SF7+,34
P506,NF2+,216
P506,NF7+,33
P506,NH2+,216
P506,NF2+,217
P506,SH2+,216
P506,NF2+,217
P506,NH7+,33
P506,NH2+,217
P506,NF2+,216
P506,NF2+,217
P506,NF2+,216
P506,NH2+,217
P506,NH7+,33
P506,SH2+,217
P506,NF2+,217
P506,SH7+,33
P506,SF2+,216
P506,SH7+,33
P506,SH7+,33
P506,NF7+,33
P506,SH7+,33
P506,NF2+,217
P506,SH2+,217
P506,NH7+,33
P506,NF2+,216
P506,SF7+,34
P506,NH7+,33
P506,SF2+,217
P506,SF2+,217
P506,SH7+,34
P506,SH7+,33
P506,SH2+,217
P506,NH7+,33
P506,NF2+,216
P506,NF2+,216
P506,SH2+,217
P506,SH7+,34
P506,NH2+,217
P506,SH2+,217
P506,NF2+,217
P506,SF2+,216
P506,SF7+,33
P506,NF7+,34
P506,SH7+,33
P506,SH2+,216
P506,NF7+,34
P506,SF2+,217
P506,SF7+,34
P506,SF2+,217
P507,SH7+,33
P507,NF7+,32
P507,NF7+,34
P507,NH7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,34
P507,SF7+,34
P507,NF7+,34
P507,SF7+,34
P507,NH7+,34
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,SF7+,33
P507,NH7+,33
P507,NF7+,34
P507,NF7+,34
P507,NF7+,33
P507,NF7+,33
P507,SF7+,34
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,33
P507,SH7+,33
P507,NF7+,34
P507,NF7+,34
P507,SF7+,33
P507,NF7+,34
P507,NH7+,34
P507,NH7+,34
P507,NF7+,33
P507,NF7+,34
P507,NH7+,33
P507,SF7+,33
P507,NH7+,33
P507,NF7+,34
P507,SF7+,33
P507,NF7+,33
P507,NF7+,33
P507,SF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,32
P507,SF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,34
P507,NF7+,34
P507,NF7+,34
P507,NH7+,33
P507,SH7+,34
P507,NH7+,33
P507,NH7+,33
P507,NF7+,34
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH7+,34
P507,NH7+,33
P507,SH7+,34
P507,SF7+,34
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,34
P507,NH7+,33
P507,SF7+,34
P507,NF7+,33
P507,NH7+,34
P507,NH7+,33
P507,NH7+,33
P507,SF7+,33
P507,SF7+,33
P507,NH7+,33
P507,SF7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,34
P507,NF7+,34
P507,NH7+,34
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,SH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,SH7+,33
P507,SH7+,33
P507,NH7+,34
P507,NF7+,34
P507,SF7+,34
P507,NF7+,34
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,34
P507,NH7+,33
P507,SH7+,33
P507,NF7+,33
P507,SH7+,34
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,34
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH7+,34
P507,NF7+,33
P507,NF7+,33
P507,NH7+,34
P507,NH7+,34
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,NF7+,34
P507,SH7+,34
P507,NH7+,34
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,34
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,SH7+,34
P507,NF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,34
P507,NH7+,34
P507,SF7+,33
P507,NF7+,34
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,SF7+,33
P507,NF7+,34
P507,SH7+,33
P507,SF7+,33
P507,NF7+,34
P507,NF7+,33
P507,SF7+,33
P507,SF7+,34
P507,SF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,SH7+,33
P507,NH7+,33
P507,SH7+,33
P507,SH7+,33
P507,NF7+,33
P507,NF7+,33
P507,SF7+,34
P507,NF7+,33
P507,NH7+,33
P507,SH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,34
P507,SH7+,34
P507,NF7+,34
P507,NF7+,34
P507,NH7+,33
P507,NF7+,33
P507,SH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,34
P507,SF7+,33
P507,NH7+,34
P507,NH7+,33
P507,NH7+,34
P507,SH7+,33
P507,NF7+,33
P507,NF7+,33
P507,SH7+,34
P507,NH7+,34
P507,NF7+,34
P507,SH7+,33
P507,SH7+,33
P507,NF7+,34
P507,SF7+,34
P507,NF7+,33
P507,SF7+,33
P507,NF7+,34
P507,NF7+,33
P507,SF7+,34
P507,NF7+,34
P507,NH7+,33
P507,SH7+,33
P507,NH7+,33
P507,SF7+,33
P507,NF7+,33
P507,NH7+,34
P507,NH7+,34
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,NF7+,34
P507,NF7+,34
P507,SH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,34
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,SH7+,33
P507,SH7+,33
P507,SF7+,33
P507,NF7+,33
P507,SF7+,34
P507,NF7+,34
P507,SF7+,34
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,34
P507,SF7+,34
P507,SF7+,34
P507,NF7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,33
P507,NH7+,33
P507,NF7+,34
P507,NH7+,34
P507,NH7+,34
P507,NH7+,34
P507,SF7+,33
P507,NH7+,33
P507,SH7+,34
P507,NH7+,33
P507,SF7+,33
P507,NF7+,33
P507,NH7+,34
P507,SF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,SH7+,33
P507,SF7+,33
P507,SF7+,33
P507,NH7+,34
P507,SH7+,33
P507,SH7+,34
P507,NF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,33
P507,NH7+,33
P507,SH7+,33
P507,NH7+,34
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,SH7+,33
P507,SF7+,33
P507,NF7+,33
P507,SF7+,32
P507,NF7+,33
P507,SH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,34
P507,NH7+,34
P507,SF7+,33
P507,NH7+,33
P507,NF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NH7+,34
P507,SH7+,33
P507,NH7+,33
P507,NH7+,34
P507,SH7+,33
P507,SH7+,33
P507,NF7+,33
P507,SH7+,33
P507,SF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,34
P507,NH7+,33
P507,NF7+,33
P507,NF7+,34
P507,SF7+,33
P507,NF7+,34
P507,SF7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,34
P507,NH7+,34
P507,NH7+,34
P507,NH7+,33
P507,NH7+,33
P507,SF7+,33
P507,NF7+,33
P507,NH7+,34
P507,NH7+,34
P507,SH7+,34
P507,NH7+,34
P507,SF7+,33
P507,NF7+,33
P507,SF7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,34
P507,NF7+,33
P507,NF7+,34
P507,NH7+,34
P507,NH7+,34
P507,NH7+,34
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,SH7+,34
P507,NF7+,34
P507,NF7+,33
P507,SF7+,34
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,SF7+,33
P507,NF7+,33
P507,SF7+,34
P507,SF7+,33
P507,NF7+,34
P507,NF7+,33
P507,SF7+,34
P507,NH7+,34
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,34
P507,SF7+,33
P507,SH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,SH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,34
P507,NF7+,33
P507,SF7+,34
P507,NH7+,34
P507,NF7+,34
P507,NF7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,NF7+,34
P507,NH7+,34
P507,SF7+,34
P507,NH7+,33
P507,NH7+,34
P507,NH7+,34
P507,NF7+,33
P507,NH7+,33
P507,NH7+,34
P507,NF7+,34
P507,SF7+,33
P507,NF7+,34
P507,NH7+,33
P507,SH7+,34
P507,NH7+,34
P507,SF7+,33
P507,NF7+,34
P507,NF7+,33
P507,SF7+,34
P507,NF7+,34
P507,NF7+,34
P507,NH7+,33
P507,SF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,34
P507,NH7+,33
P507,SH7+,34
P507,SH7+,33
P507,SF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH7+,34
P507,SF7+,33
P507,NF7+,34
P507,NF7+,33
P507,SF7+,34
P507,NF7+,33
P507,NF7+,33
P507,SF7+,34
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,SH7+,33
P507,NH7+,33
P507,NH7+,33
P507,SH7+,33
P507,NF7+,34
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,SF7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,SH7+,33
P507,SH7+,33
P507,SF7+,33
P507,SF7+,33
P507,NF7+,34
P507,NH7+,33
P507,SH7+,33
P507,NF7+,34
P507,NH7+,34
P507,SF7+,34
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,SH7+,33
P507,SF7+,33
P507,NF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,34
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,SH7+,34
P507,NF7+,33
P507,NF7+,34
P507,NF7+,33
P507,SH7+,33
P507,SH7+,34
P507,NF7+,33
P507,NF7+,33
P507,NF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,SF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,SH7+,33
P507,SF7+,34
P507,NH7+,34
P507,NF7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,34
P507,NF7+,33
P507,NF7+,33
P507,NH7+,34
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,34
P507,NH7+,34
P507,NH7+,33
P507,SF7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,34
P507,NF7+,34
P507,NF7+,34
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,34
P507,SH7+,34
P507,SH7+,33
P507,NF7+,34
P507,NF7+,33
P507,NH7+,34
P507,NH7+,33
P507,NH7+,33
P507,NF7+,34
P507,NF7+,33
P507,NF7+,34
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,34
P507,NF7+,33
P507,NH7+,33
P507,SH7+,34
P507,SH7+,34
P507,NF7+,33
P507,NH7+,34
P507,SH7+,34
P507,NF7+,33
P507,NH7+,34
P507,SH7+,33
P507,SF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH7+,33
P507,SH7+,33
P507,SF7+,33
P507,NF7+,34
P507,SH7+,34
P507,SH7+,33
P507,SF7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,34
P507,SH7+,33
P507,NH7+,33
P507,NF7+,34
P507,NH7+,34
P507,NH7+,33
P507,SH7+,34
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,SF7+,33
P507,NF7+,34
P507,NF7+,34
P507,NH7+,33
P507,NH7+,32
P507,SH7+,33
P507,NH7+,33
P507,SF7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,SH7+,34
P507,NH7+,33
P507,NF7+,33
P507,SF7+,33
P507,NF7+,34
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,34
P507,NH7+,33
P507,SF7+,34
P507,SF7+,33
P507,NF7+,33
P507,NH7+,33
P507,SF7+,33
P507,NF7+,34
P507,SF7+,33
P507,SH7+,33
P507,NH7+,34
P507,NH7+,33
P507,NF7+,34
P507,NF7+,34
P507,SF7+,34
P507,SH2+,216
P507,SH7+,33
P507,SH2+,216
P507,NH2+,217
P507,SF7+,34
P507,SF2+,217
P507,NH7+,34
P507,SF2+,216
P507,SH7+,33
P507,SH7+,33
P507,SH7+,33
P507,SF2+,217
P507,SH2+,216
P507,NF2+,217
P507,NH2+,217
P507,NF7+,33
P507,NF7+,34
P507,NF7+,33
P507,SH2+,216
P507,SF7+,33
P507,SH2+,217
P507,SF2+,216
P507,SF7+,34
P507,SH2+,216
P507,NF7+,34
P507,SH2+,217
P507,SF7+,33
P507,SH7+,34
P507,SH7+,33
P507,SF7+,34
P507,SH7+,34
P507,NH2+,216
P507,SF7+,33
P507,NF2+,217
P507,NH2+,217
P507,SF2+,217
P507,SF7+,34
P507,SH7+,33
P507,NF2+,217
P507,NF7+,33
P507,NH2+,217
P507,SF7+,33
P507,NH2+,217
P507,NF2+,216
P507,SF7+,33
P507,NH2+,217
P507,SH2+,217
P507,SF2+,216
P507,SF7+,33
P507,NF7+,33
P507,NF2+,217
P507,SF2+,217
P507,SH7+,33
P507,SF2+,217
P507,NH7+,33
P507,NH2+,217
P507,SF7+,33
P507,NH7+,34
P507,NF2+,217
P507,NH7+,33
P507,NH7+,33
P507,NH2+,217
P507,NH2+,217
P507,SF7+,33
P507,SF7+,34
P507,SF2+,217
P507,NF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH2+,216
P507,NF7+,33
P507,SH2+,217
P507,NF2+,217
P507,SF2+,217
P507,NH7+,33
P507,NF7+,34
P507,SF2+,217
P507,SH2+,216
P507,NF2+,217
P507,NH7+,33
P507,SH2+,217
P507,SF7+,33
P507,SF7+,34
P507,SH7+,33
P507,SH2+,217
P507,SF2+,217
P507,NH2+,216
P507,NF7+,33
P507,NH7+,33
P507,NH2+,217
P507,NF7+,33
P507,SH2+,217
P507,SH2+,217
P507,SH7+,34
P507,SF2+,216
P507,NF2+,217
P507,NH2+,216
P507,NF7+,33
P507,NF7+,33
P507,NH7+,33
P507,SH7+,33
P507,SH7+,34
P507,NH2+,217
P507,NF2+,216
P507,NH2+,217
P507,NF7+,33
P507,SH7+,33
P507,SF2+,217
P507,NH7+,34
P507,NF2+,216
P507,NF2+,217
P507,SH2+,217
P507,SH2+,217
P507,NH7+,34
P507,SF7+,33
P507,NF2+,217
P507,SH2+,217
P507,NF2+,217
P507,SF2+,217
P507,SF7+,34
P507,SF2+,217
P507,NH2+,217
P507,SF7+,34
P507,SH2+,216
P507,NF2+,217
P507,NH7+,34
P507,NH7+,33
P507,SH2+,217
P507,NH7+,34
P507,NF2+,216
P507,SH7+,34
P507,SH7+,33
P507,SF2+,216
P507,NH2+,216
P507,SH7+,33
P507,NH2+,216
P507,NF2+,217
P507,NH7+,34
P507,SF2+,216
P507,SH7+,33
P507,SH2+,217
P507,NH7+,34
P507,NH2+,217
P507,SF2+,216
P507,NH7+,33
P507,NH7+,34
P507,NF2+,216
P507,SH7+,33
P507,NF2+,216
P507,NH7+,34
P507,SH2+,217
P507,SH7+,33
P507,SH2+,217
P507,NH2+,217
P507,NH7+,33
P507,NH2+,217
P507,NH7+,33
P507,NF2+,217
P507,NF2+,216
P507,SF7+,33
P507,SH2+,217
P507,NF7+,33
P507,SF7+,33
P507,NH2+,217
P507,SF7+,33
P507,NH2+,217
P507,SH2+,217
P507,SF2+,216
P507,NH7+,34
P507,SF7+,33
P507,SH7+,33
P507,NH2+,216
P507,NF7+,33
P507,NF2+,217
P507,SF7+,33
P507,SH2+,217
P507,NH7+,33
P507,SH2+,217
P507,NH2+,217
P507,SF2+,217
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NH2+,216
P507,SF2+,217
P507,SF2+,217
P507,SF2+,217
P507,SF2+,217
P507,NH2+,216
P507,NF2+,217
P507,SH2+,216
P507,NF7+,34
P507,NF7+,33
P507,SF2+,217
P507,SH7+,33
P507,NH7+,34
P507,NF2+,217
P507,NF7+,33
P507,SF2+,217
P507,NF7+,33
P507,SH2+,216
P507,SF2+,216
P507,SF2+,216
P507,NF7+,34
P507,SH2+,217
P507,SF7+,33
P507,NH7+,33
P507,NF2+,216
P507,NF7+,34
P507,SH7+,33
P507,SH2+,216
P507,NH7+,33
P507,NF7+,33
P507,SF7+,33
P507,NF7+,33
P507,NF7+,33
P507,SH2+,217
P507,NF7+,33
P507,SH7+,34
P507,SF2+,217
P507,NH2+,216
P507,SH7+,34
P507,NF2+,217
P507,NF7+,34
P507,SF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,SF7+,33
P507,NF7+,33
P507,SH2+,217
P507,SH7+,33
P507,NF7+,34
P507,SF7+,32
P507,SH7+,34
P507,SF2+,217
P507,SF2+,217
P507,NH2+,217
P507,NH2+,217
P507,NH7+,34
P507,SH7+,33
P507,NF2+,217
P507,NH2+,217
P507,NF2+,217
P507,NF7+,33
P507,SF7+,34
P507,NF7+,34
P507,SH2+,217
P507,NF2+,217
P507,NF2+,217
P507,SH7+,34
P507,NF2+,216
P507,NF2+,217
P507,NF2+,216
P507,SH2+,217
P507,NF2+,216
P507,SF7+,33
P507,SF7+,34
P507,NF7+,33
P507,SH7+,34
P507,SF2+,217
P507,NF2+,216
P507,NH7+,33
P507,SH2+,216
P507,SF7+,34
P507,NF2+,217
P507,NF2+,216
P507,SF2+,216
P507,SF2+,217
P507,SH7+,33
P507,SH7+,33
P507,SF7+,33
P507,NH7+,33
P507,NH7+,33
P507,NH2+,216
P507,SF7+,33
P507,SH7+,34
P507,SH2+,217
P507,NF2+,217
P507,NH2+,217
P507,NF7+,33
P507,NF7+,34
P507,NF2+,216
P507,NF7+,33
P507,SF7+,33
P507,SH7+,33
P507,NH2+,217
P507,NF7+,33
P507,NH2+,217
P507,SF7+,34
P507,SH7+,33
P507,SH2+,217
P507,SH2+,217
P507,NF7+,33
P507,SF2+,216
P507,SF7+,34
P507,NH2+,217
P507,NH7+,33
P507,NF2+,217
P507,SF2+,216
P507,SH7+,33
P507,SF2+,216
P507,SH7+,34
P507,NH2+,217
P507,SH7+,34
P507,NH2+,217
P507,NH7+,33
P507,NH2+,217
P507,NH7+,34
P507,SF2+,217
P507,NF7+,34
P507,SH2+,217
P507,SH7+,34
P507,SF7+,33
P507,SF7+,33
P507,SH2+,216
P507,NF7+,33
P507,SH7+,34
P507,SF2+,217
P507,NH2+,217
P507,SF2+,217
P507,NF2+,216
P507,SF2+,217
P507,NF7+,33
P507,SH7+,33
P507,SF7+,34
P507,NH7+,34
P507,SF2+,216
P507,NF2+,217
P507,SH2+,217
P507,NH2+,217
P507,SF2+,216
P507,NH2+,216
P507,NH7+,33
P507,NH7+,33
P507,NH7+,33
P507,NF7+,33
P507,SF2+,216
P507,SH7+,33
P507,NH7+,33
P507,NF7+,33
P507,NF7+,33
P507,NF7+,34
P507,NH7+,33
P507,SH2+,217
P507,NH7+,34
P507,SH2+,217
P507,SH7+,33
P507,SH7+,33
P507,NF2+,217
P507,SH7+,33
P507,SH2+,217
P507,SF7+,34
P507,SH2+,216
P507,SH7+,33
P507,NF2+,217
P507,SH7+,34
P507,SH7+,33
P507,NF2+,217
P507,NH7+,34
P507,NF2+,216
P507,SH7+,34
P507,NF2+,217
P507,SH7+,34
P507,NF7+,34
P507,SH7+,34
P507,SH2+,217
P507,NF7+,34
P507,SH2+,217
P507,SF2+,217
P507,NH2+,216
P507,NH2+,217
P507,SF7+,34
P507,SF7+,34
P507,SH7+,33
P507,NF2+,217
P507,SF7+,33
P507,SH2+,217
P507,SH2+,217
P507,SH7+,34
P507,NF7+,33
P507,NH2+,217
P507,SF7+,33
P507,NF2+,217
P507,NF2+,217
P507,SF2+,217
P507,SH7+,34
P507,NH7+,33
P507,SF7+,33
P507,NH2+,217
P507,NF2+,217
P507,SH2+,217
P507,NF7+,33
P507,NH7+,33
P507,NH2+,217
P507,SF2+,217
P507,SH2+,217
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,SH2+,217
P507,NF2+,217
P507,NF7+,33
P507,SH2+,216
P507,SH2+,217
P507,NF2+,217
P507,SF2+,216
P507,NF7+,33
P507,SH7+,33
P507,SH7+,34
P507,NH2+,216
P507,NH7+,34
P507,NF7+,34
P507,NF2+,216
P507,SH2+,216
P507,NH7+,33
P507,SF2+,217
P507,NF2+,216
P507,NF7+,33
P507,NF2+,216
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF2+,216
P507,NH7+,33
P507,NH7+,34
P507,NH2+,216
P507,NF2+,217
P507,NH7+,34
P507,NH7+,33
P507,NH7+,33
P507,SH7+,34
P507,NH7+,33
P507,NH2+,217
P507,NF7+,33
P507,NF7+,33
P507,SF2+,216
P507,SH2+,217
P507,SH7+,33
P507,NF2+,216
P507,NF2+,217
P507,NH2+,216
P507,SF2+,217
P507,NH7+,33
P507,SF2+,217
P507,SH2+,217
P507,NH7+,33
P507,NH2+,216
P507,NF2+,216
P507,SF2+,217
P507,NF2+,217
P507,SF7+,34
P507,NF2+,216
P507,NH7+,33
P507,SH2+,217
P507,NF7+,33
P507,NH2+,217
P507,SF7+,33
P507,SF7+,33
P507,SF7+,33
P507,SF2+,217
P507,SF2+,216
P507,NF2+,216
P507,NH7+,33
P507,SH2+,217
P507,SF7+,33
P507,SH2+,217
P507,SF7+,33
P507,SH7+,33
P507,NF7+,33
P507,NF2+,217
P507,NH7+,34
P507,NH7+,34
P507,NF7+,33
P507,NF2+,217
P507,SH2+,216
P507,NH7+,32
P507,SH2+,216
P507,SF7+,33
P507,NF7+,33
P507,SH2+,217
P507,NF7+,33
P507,NF2+,216
P507,SF7+,34
P507,SH7+,33
P507,NH2+,216
P507,NF2+,217
P507,SF2+,216
P507,SF7+,33
P507,SF7+,33
P507,SF7+,34
P507,NF7+,33
P507,NH7+,33
P507,SF7+,34
P507,SF7+,34
P507,NF7+,33
P507,SF2+,216
P507,NF2+,217
P507,SH7+,34
P507,SF2+,217
P507,NH2+,217
P507,NH2+,217
P507,NH2+,217
P507,NF7+,34
P507,SH7+,33
P507,NH2+,217
P507,SH7+,34
P507,NH7+,33
P507,NH2+,217
P507,NF2+,217
P507,SF7+,33
P507,NH2+,217
P507,SF2+,217
P507,SF2+,217
P507,NH2+,217
P507,SH7+,33
P507,NH7+,33
P507,NH7+,33
P507,SH2+,217
P507,NH2+,217
P507,SF7+,33
P507,SF2+,217
P507,SH7+,33
P507,NF7+,33
P507,NH7+,33
P507,NF7+,33
P507,SF2+,217
P507,NH2+,217
P507,SH2+,216
P507,SF7+,33
P507,NF2+,216
P507,SF7+,33
P507,SF7+,34
P507,NF7+,34
P507,NH2+,216
P507,SF2+,217
P507,SF7+,34
P507,SF7+,33
P507,NF7+,34
P507,NH7+,33
P507,SH2+,216
P507,NH2+,217
P507,NF2+,217
P507,SF2+,216
P507,SH7+,34
P507,SH2+,217
P507,NF7+,33
P507,SH7+,33
P507,SF2+,216
P507,SH2+,217
P507,NH2+,217
P507,NF2+,217
P507,NH2+,216
P507,NF7+,34
P507,SH7+,34
P507,SF2+,216
P507,SH7+,34
P507,NH2+,217
P507,SF2+,216
P507,SH2+,216
P507,SF7+,34
P507,SF7+,34
P507,SH2+,217
P507,SH2+,217
P507,NH2+,217
P507,NF7+,34
P507,NF7+,33
P507,SF2+,216
P507,SF7+,33
P507,NH7+,33
P507,NH2+,217
P507,SF2+,216
P507,SH7+,33
P507,NH7+,33
P507,NF2+,217
P507,SF7+,34
P507,SF7+,33
P507,NF2+,217
P507,NF7+,33
P507,SF2+,217
P507,SF7+,33
P507,SF7+,34
P507,NH7+,34
P507,SH2+,217
P507,SF2+,217
P507,SH2+,217
P507,NH2+,217
P507,SH7+,33
P507,SH2+,217
P507,NH2+,217
P507,NF7+,33
P507,NF7+,33
P507,SF2+,216
P507,NH2+,217
P507,SF7+,33
P507,SF7+,33
P507,NF2+,216
P507,SH7+,33
P507,SH7+,34
P507,SH2+,217
P507,NF2+,217
P507,SH7+,33
P507,NH7+,33
P507,SF2+,216
P507,SF2+,216
P507,SF2+,217
P507,SF7+,33
P507,NH7+,33
P507,NH2+,217
P507,SH7+,33
P507,NH7+,34
P507,SH2+,217
P507,NH7+,33
P507,SH2+,217
P507,NF7+,33
P507,NF2+,216
P507,NH2+,217
P507,SH7+,33
P507,NH2+,216
P507,NF7+,33
P507,SF2+,216
P507,SF2+,217
P507,SF7+,33
P507,SF7+,33
P507,SH7+,34
P507,NF2+,216
P507,SH2+,217
P507,SH2+,217
P507,SF2+,216
P507,NH2+,216
P507,NH2+,216
P507,SH7+,33
P507,SH2+,217
P507,SH7+,33
P507,NF2+,217
P507,NH2+,217
P507,SF2+,216
P507,SF7+,33
P508,NH7+,33
P508,NF7+,33
P508,SF7+,33
P508,NH7+,34
P508,NH7+,33
P508,SF7+,33
P508,NH7+,33
P508,NF7+,34
P508,NF7+,33
P508,SH7+,33
P508,NH7+,34
P508,NH7+,33
P508,NH7+,34
P508,NH7+,33
P508,NF7+,34
