SubjCode,OnEvent,ISI
P517,SF7+,33
P517,SH2+,217
P517,NF2+,216
P517,SF7+,33
P517,NF7+,33
P517,NF7+,33
P517,NF7+,33
P517,NF7+,33
P517,SF2+,217
P517,NH7+,33
P517,NF7+,33
P517,NF7+,33
P517,NH2+,216
P517,NH7+,33
P517,NF2+,216
P517,SH2+,217
P517,SF2+,217
P517,SH7+,34
P517,NH2+,216
P517,SF2+,217
P517,NH7+,34
P517,NF7+,33
P517,NF2+,217
P517,SH2+,217
P517,SF7+,33
P517,SH2+,216
P517,SF2+,217
P517,NF2+,216
P517,SH2+,217
P517,SF2+,217
P517,SH7+,34
P517,NH7+,33
P517,NH2+,217
P517,SH7+,33
P517,SF2+,217
P517,SH7+,34
P517,NF2+,217
P517,SH7+,34
P517,SF7+,34
P517,NF7+,34
P517,NH2+,217
P517,NH2+,216
P517,NF2+,216
P517,SH2+,217
P517,SF7+,33
P517,SF2+,217
P517,SF2+,216
P517,SH2+,216
P517,SF7+,33
P517,SH7+,34
P517,SH2+,216
P517,SH7+,33
P517,NH7+,34
P517,SH7+,33
P517,SH2+,217
P517,NF7+,34
P517,SH7+,33
P517,NH2+,217
P517,NF7+,34
P517,NH2+,216
P517,NF2+,216
P517,SF2+,217
P517,SH7+,33
P517,NH2+,217
P517,NH7+,34
P517,SF7+,33
P517,NF7+,33
P517,SH7+,33
P517,SH2+,216
P517,NF7+,33
P517,NF2+,217
P517,SH7+,34
P517,SF7+,33
P517,SF7+,34
P517,NF2+,217
P517,SF7+,33
P517,NH7+,33
P517,SF2+,217
P517,NH7+,34
P517,SF7+,33
P517,NH2+,216
P517,NF2+,217
P517,SF2+,216
P517,NH7+,34
P517,SH2+,216
P517,NH2+,216
P517,NF7+,33
P517,SF7+,33
P517,NH7+,33
P517,NH2+,216
P517,SH7+,33
P517,SH2+,217
P517,SH7+,33
P517,SH7+,33
P517,SF7+,33
P517,SH2+,217
P517,NF2+,216
P517,SF2+,216
P517,NH7+,33
P517,NF2+,217
P517,NH7+,33
P517,SH2+,217
P517,NH2+,217
P517,NH7+,34
P517,SH7+,33
P517,SF2+,216
P517,SH2+,216
P517,NH2+,217
P517,SF7+,34
P517,NH2+,216
P517,SH7+,34
P517,SH2+,216
P517,NH2+,217
P517,SF2+,217
P517,SH2+,217
P517,NF2+,217
P517,SH7+,34
P517,NH2+,217
P517,SH2+,217
P517,NF2+,216
P517,NF7+,34
P517,SH7+,33
P517,NH7+,33
P517,NF7+,34
P517,NF2+,216
P517,SF2+,217
P517,SF7+,33
P517,SF2+,216
P517,SF2+,216
P517,NF7+,34
P517,NH7+,33
P517,SF7+,33
P517,NF7+,34
P517,NF2+,217
P517,NF2+,217
P517,SF7+,33
P517,SH7+,33
P517,NH7+,33
P517,SH7+,33
P517,SH2+,217
P517,SH2+,217
P517,NH7+,33
P517,SF2+,217
P517,NF2+,216
P517,NH2+,217
P517,NH2+,216
P517,SH2+,217
P517,NF7+,34
P517,NH2+,217
P517,SF7+,33
P517,SH7+,33
P517,NF7+,33
P517,NH7+,33
P517,SH2+,217
P517,NF2+,216
P517,SH2+,217
P517,NF7+,33
P517,SF7+,34
P517,SH2+,216
P517,NH7+,33
P517,NF7+,33
P517,NH7+,34
P517,NH2+,217
P517,SH2+,217
P517,SF7+,33
P517,SF7+,34
P517,NH7+,33
P517,NF7+,33
P517,NF7+,33
P517,SF2+,217
P517,NH2+,217
P517,NF2+,217
P517,SF2+,217
P517,NF2+,217
P517,SH7+,33
P517,SH2+,216
P517,NH7+,34
P517,NH2+,216
P517,SH2+,216
P517,NH7+,33
P517,SF7+,33
P517,NH7+,33
P517,SF7+,34
P517,NF2+,217
P517,NF2+,217
P517,NF7+,33
P517,SH7+,33
P517,SH7+,34
P517,NF2+,216
P517,SH2+,216
P517,NF7+,33
P517,NF2+,217
P517,NF2+,217
P517,NF7+,34
P517,SH7+,33
P517,SF7+,33
P517,NH7+,33
P517,NH7+,34
P517,SF2+,217
P517,NH7+,33
P517,SF7+,34
P517,NH7+,33
P517,SF7+,33
P517,NH2+,217
P517,NF7+,33
P517,NH7+,34
P517,NF7+,33
P517,NF7+,34
P517,NF2+,216
P517,NH2+,216
P517,NH7+,34
P517,NF7+,33
P517,NH2+,217
P517,SF7+,34
P517,NH2+,217
P517,SF2+,217
P517,SF7+,33
P517,SF2+,217
P517,SF7+,33
P517,NF2+,217
P517,SF2+,217
P517,NF7+,33
P517,NH2+,216
P517,SF7+,33
P517,SF7+,33
P517,NF7+,33
P517,SF7+,34
P517,SF2+,217
P517,NF7+,33
P517,NH2+,216
P517,SF2+,217
P517,NF7+,33
P517,SF2+,216
P517,NF7+,33
P517,SH7+,34
P517,NF2+,217
P517,SH7+,33
P517,NH2+,217
P517,SF7+,34
P517,SF7+,33
P517,SF2+,216
P517,NH7+,34
P517,NF2+,216
P517,NH7+,34
P517,NH2+,217
P517,SH7+,33
P517,NF7+,33
P517,SH2+,217
P517,NF2+,217
P517,SF7+,33
P517,NH2+,216
P517,NH2+,217
P517,SH2+,216
P517,NH7+,33
P517,NF2+,217
P517,SH7+,33
P517,NF7+,33
P517,NH7+,33
P517,SF7+,33
P517,SF7+,33
P517,SH7+,34
P517,NH7+,34
P517,SF2+,217
P517,NF7+,33
P517,SH7+,33
P517,SH2+,217
P517,SH2+,217
P517,NF2+,216
P517,NF7+,34
P517,NF2+,217
P517,SF2+,216
P517,SH2+,217
P517,NH7+,34
P517,SF7+,33
P517,SF2+,217
P517,SF7+,33
P517,NH2+,217
P517,SH7+,33
P517,SF7+,34
P517,NF7+,34
P517,SH7+,33
P517,NF2+,216
P517,SF2+,217
P517,SF7+,33
P517,NF7+,34
P517,SF7+,33
P517,SH2+,217
P517,SF7+,33
P517,SF2+,216
P517,NF7+,34
P517,SH2+,216
P517,SF2+,217
P517,SH2+,217
P517,SH7+,34
P517,NH2+,217
P517,NF2+,217
P517,SF2+,217
P517,NH2+,217
P517,SH2+,216
P517,SF2+,217
P517,NF2+,217
P517,NF7+,33
P517,SH2+,217
P517,NH7+,34
P517,SH2+,217
P517,SF7+,34
P517,SH7+,33
P517,SF7+,33
P517,NH2+,217
P517,SF7+,33
P517,SF7+,33
P517,NF7+,33
P517,SH7+,33
P517,SH7+,33
P517,SF7+,33
P517,SF7+,33
P517,NF7+,33
P517,NF2+,217
P517,NH2+,216
P517,SH2+,217
P517,SF7+,33
P517,NH7+,33
P517,NF7+,34
P517,NF7+,33
P517,SF2+,216
P517,NH2+,217
P517,SF2+,217
P517,SH7+,34
P517,NF7+,34
P517,SF2+,217
P517,NF7+,33
P517,SF2+,216
P517,SH7+,33
P517,NF7+,34
P517,SF2+,217
P517,NF2+,217
P517,SH2+,217
P517,NH2+,216
P517,NF7+,33
P517,NF7+,34
P517,NH7+,33
P517,NF7+,33
P517,NH7+,33
P517,NH2+,217
P517,NF7+,33
P517,SF7+,34
P517,SF2+,217
P517,SF2+,216
P517,SF7+,34
P517,NF2+,217
P517,SH7+,33
P517,NF2+,216
P517,SF7+,34
P517,NH7+,34
P517,SH2+,216
P517,NF2+,217
P517,NF2+,217
P517,NH2+,217
P517,SF7+,33
P517,NH7+,34
P517,NF2+,217
P517,NH2+,217
P517,SH7+,34
P517,NF2+,216
P517,SF7+,33
P517,NH2+,217
P517,SH2+,216
P517,SF7+,33
P517,SF2+,216
P517,SH7+,33
P517,NF2+,216
P517,NH2+,217
P517,NF2+,217
P517,SH7+,34
P517,NF7+,33
P517,NF7+,33
P517,SH2+,217
P517,NH2+,217
P517,SF7+,33
P517,NF7+,33
P517,SH7+,33
P517,NF7+,33
P517,SH7+,33
P517,NH2+,217
P517,SH2+,217
P517,NH2+,217
P517,SF2+,217
P517,SH2+,217
P517,NF7+,34
P517,NF2+,216
P517,NH2+,217
P517,SH2+,216
P517,NF7+,33
P517,SH7+,33
P517,SF2+,216
P517,NH7+,33
P517,NH2+,217
P517,SH7+,33
P517,SF2+,216
P517,SF2+,217
P517,NF2+,216
P517,SH2+,216
P517,NF7+,33
P517,NF2+,217
P517,NH7+,33
P517,NF7+,33
P517,NH2+,217
P517,SH7+,34
P517,SF7+,33
P517,SH7+,34
P517,SF7+,33
P517,NF7+,33
P517,SH2+,216
P517,SH7+,34
P517,NH2+,217
P517,SF2+,216
P517,SF2+,217
P517,NH2+,217
P517,SH7+,33
P517,NF2+,217
P517,SH2+,217
P517,SH2+,217
P517,NH7+,33
P517,NF7+,34
P517,SF2+,216
P517,SH2+,216
P517,NF2+,216
P517,NH2+,217
P517,NH7+,33
P517,NF2+,217
P517,NH2+,217
P517,NF2+,217
P517,SH2+,216
P517,NF7+,33
P517,NH7+,33
P517,SH7+,33
P517,NH2+,217
P517,NF2+,217
P517,NH7+,33
P517,NH7+,33
P517,SH2+,217
P517,SF7+,33
P517,SH7+,33
P517,NH2+,217
P517,NH2+,216
P517,SH7+,33
P517,NH2+,216
P517,NH7+,33
P517,SH2+,217
P517,SH2+,217
P517,SF2+,217
P517,SF2+,217
P517,SF2+,216
P517,NH2+,216
P517,SF2+,216
P517,NH7+,34
P517,NH2+,216
P517,SF7+,34
P517,NF7+,33
P517,SF7+,34
P517,SF2+,216
P517,NH2+,217
P517,NH2+,217
P517,NF2+,217
P517,SH2+,217
P517,NF2+,216
P517,NH7+,34
P517,NF7+,34
P517,SH7+,33
P517,NH7+,33
P517,SF7+,34
P517,SH2+,217
P517,NH7+,34
P517,SH2+,217
P517,NF2+,217
P517,NH2+,217
P517,NH2+,217
P517,SH2+,216
P517,NF7+,33
P517,SH7+,34
P517,NH7+,33
P517,SF2+,217
P517,NF2+,217
P517,NF2+,217
P517,NH2+,217
P517,SF7+,33
P517,NH2+,217
P517,NF2+,217
P517,SH7+,34
P517,NH7+,33
P517,SH7+,34
P517,NH7+,34
P517,NF2+,217
P517,SF7+,33
P517,NH2+,216
P517,SF7+,33
P517,SF7+,33
P517,SF7+,34
P517,NH7+,33
P517,SF2+,216
P517,NF7+,33
P517,NF2+,217
P517,SH2+,217
P517,SH7+,33
P517,NH7+,33
P517,NF2+,217
P517,NF2+,217
P517,SH2+,217
P517,SH7+,33
P517,NF7+,33
P517,NH7+,33
P517,NH7+,33
P517,NH7+,33
P517,SF2+,217
P517,SF7+,34
P517,SF7+,33
P517,SH2+,216
P517,NH7+,33
P517,SF2+,216
P517,NH7+,33
P517,SH7+,33
P517,SF7+,33
P517,NH7+,34
P517,SH2+,217
P517,SH2+,217
P517,SH2+,217
P517,SF7+,34
P517,NH7+,33
P517,NF2+,217
P517,NF2+,216
P517,NF7+,33
P517,NH7+,33
P517,SH7+,33
P517,SH7+,34
P517,NH7+,33
P517,NH7+,34
P517,NH2+,216
P517,NF7+,33
P517,NH2+,217
P517,SH7+,33
P517,SF2+,217
P517,NF2+,217
P517,NF2+,217
P517,SF2+,217
P517,NH7+,34
P517,SF7+,33
P517,SH7+,33
P517,NF7+,34
P517,SF7+,33
P517,SF2+,217
P517,SF7+,33
P517,NH2+,217
P517,NH2+,217
P517,NH7+,33
P517,NF7+,33
P517,SF2+,216
P517,SF2+,217
P517,SH2+,216
P517,SH7+,33
P517,NH2+,216
P517,NF2+,217
P517,SH7+,33
P517,SH7+,33
P517,NH7+,33
P517,SH2+,216
P517,NF7+,33
P517,SF2+,216
P517,SF2+,217
P517,NF2+,217
P517,NF7+,33
P517,SH2+,216
P517,SF2+,217
P517,SH2+,217
P518,NH7+,33
P518,NH7+,34
P518,SF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,34
P518,NH7+,34
P518,NF7+,33
P518,NH7+,34
P518,NH7+,33
P518,NH7+,34
P518,NH7+,33
P518,NH7+,33
P518,NF7+,34
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,SH7+,33
P518,NF7+,34
P518,NH7+,33
P518,SH7+,33
P518,NF7+,33
P518,NF7+,34
P518,NH7+,34
P518,SF7+,34
P518,NF7+,33
P518,NH7+,34
P518,NF7+,34
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,34
P518,NF7+,33
P518,SH7+,34
P518,NF7+,34
P518,SH7+,34
P518,NF7+,33
P518,NF7+,34
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,34
P518,NH7+,33
P518,NF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,34
P518,NF7+,33
P518,SF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,34
P518,SF7+,33
P518,NF7+,33
P518,NH7+,34
P518,SF7+,33
P518,NF7+,34
P518,NF7+,33
P518,NF7+,33
P518,SH7+,34
P518,NH7+,34
P518,NH7+,34
P518,NF7+,33
P518,NH7+,33
P518,NF7+,34
P518,SF7+,33
P518,NH7+,33
P518,NF7+,33
P518,SF7+,33
P518,SH7+,33
P518,SH7+,34
P518,NF7+,33
P518,SF7+,33
P518,NF7+,34
P518,NF7+,34
P518,SF7+,33
P518,NH7+,33
P518,NF7+,34
P518,NH7+,33
P518,SH7+,33
P518,SH7+,33
P518,NF7+,34
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,33
P518,SH7+,33
P518,SF7+,33
P518,SF7+,33
P518,SF7+,34
P518,NF7+,33
P518,SF7+,34
P518,NH7+,34
P518,NF7+,33
P518,NF7+,34
P518,NH7+,33
P518,NH7+,33
P518,SH7+,33
P518,SH7+,34
P518,NH7+,33
P518,NH7+,33
P518,SH7+,34
P518,NH7+,33
P518,SH7+,33
P518,NF7+,34
P518,NF7+,34
P518,NH7+,34
P518,NF7+,33
P518,SF7+,33
P518,NH7+,33
P518,NH7+,34
P518,NH7+,33
P518,NF7+,33
P518,SF7+,33
P518,SH7+,34
P518,NH7+,34
P518,NF7+,33
P518,NF7+,33
P518,SH7+,33
P518,NF7+,33
P518,NF7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,34
P518,NH7+,34
P518,NH7+,33
P518,NF7+,33
P518,NH7+,33
P518,SH7+,33
P518,SF7+,33
P518,NH7+,33
P518,SF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,33
P518,SF7+,34
P518,NH7+,33
P518,NF7+,33
P518,SF7+,33
P518,SH7+,34
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,SH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,34
P518,SH7+,34
P518,NH7+,34
P518,NF7+,33
P518,NF7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,33
P518,SH7+,33
P518,NF7+,34
P518,NF7+,34
P518,NF7+,33
P518,SF7+,34
P518,NH7+,34
P518,SF7+,33
P518,NF7+,34
P518,NF7+,34
P518,NF7+,33
P518,SH7+,33
P518,NF7+,33
P518,SF7+,34
P518,SH7+,34
P518,NF7+,33
P518,NH7+,33
P518,NH7+,34
P518,NF7+,33
P518,NF7+,33
P518,SF7+,33
P518,NH7+,34
P518,SF7+,33
P518,NF7+,34
P518,NH7+,33
P518,NH7+,33
P518,NH7+,34
P518,NH7+,34
P518,SF7+,34
P518,NH7+,34
P518,NH7+,34
P518,NF7+,33
P518,NH7+,34
P518,NF7+,33
P518,SH7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,34
P518,SF7+,33
P518,NF7+,34
P518,NF7+,34
P518,NH7+,34
P518,SF7+,34
P518,NF7+,33
P518,NH7+,34
P518,NF7+,34
P518,NF7+,34
P518,NH7+,34
P518,NH7+,33
P518,NH7+,34
P518,SH7+,34
P518,SF7+,34
P518,NF7+,33
P518,NF7+,33
P518,NH7+,34
P518,SF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,SH7+,34
P518,NH7+,33
P518,NH7+,34
P518,SF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,NF7+,33
P518,NF7+,33
P518,SF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,NH7+,33
P518,NH7+,34
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,NH7+,34
P518,NF7+,33
P518,SF7+,33
P518,SH7+,33
P518,NH7+,34
P518,NH7+,34
P518,SF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,33
P518,SH7+,33
P518,NH7+,33
P518,SF7+,33
P518,NF7+,33
P518,NF7+,33
P518,SH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,33
P518,SH7+,33
P518,NF7+,34
P518,NH7+,33
P518,SH7+,33
P518,NH7+,33
P518,SH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,34
P518,NH7+,33
P518,NF7+,34
P518,SH7+,34
P518,NH7+,33
P518,SH7+,34
P518,NF7+,34
P518,NF7+,34
P518,NF7+,34
P518,NF7+,33
P518,NH7+,33
P518,SH7+,34
P518,NH7+,33
P518,NH7+,33
P518,NH7+,34
P518,SH7+,34
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,33
P518,NH7+,34
P518,SH7+,34
P518,SF7+,33
P518,SF7+,34
P518,NF7+,33
P518,NF7+,33
P518,NF7+,34
P518,NF7+,33
P518,NH7+,34
P518,SF7+,33
P518,NH7+,33
P518,NH7+,34
P518,NH7+,33
P518,NF7+,33
P518,SH7+,33
P518,SH7+,33
P518,SF7+,33
P518,NH7+,34
P518,SF7+,33
P518,NF7+,34
P518,SH7+,34
P518,NF7+,34
P518,NF7+,34
P518,NF7+,34
P518,NH7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,34
P518,NH7+,34
P518,NH7+,33
P518,SF7+,33
P518,NF7+,34
P518,NH7+,34
P518,NH7+,34
P518,NF7+,33
P518,SF7+,33
P518,NH7+,34
P518,NF7+,34
P518,SF7+,33
P518,NH7+,34
P518,SH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,33
P518,SF7+,33
P518,NF7+,33
P518,SF7+,33
P518,NF7+,34
P518,SF7+,34
P518,NH7+,34
P518,SH7+,34
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,SF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,34
P518,NH7+,33
P518,SF7+,34
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,NH7+,33
P518,NF7+,33
P518,NF7+,34
P518,NF7+,33
P518,NF7+,33
P518,NF7+,34
P518,SF7+,34
P518,SF7+,34
P518,SF7+,34
P518,NF7+,34
P518,NF7+,33
P518,NF7+,33
P518,SH7+,33
P518,SH7+,33
P518,NF7+,33
P518,SF7+,34
P518,SH7+,33
P518,NH7+,34
P518,NF7+,34
P518,NH7+,34
P518,NF7+,33
P518,SF7+,33
P518,NH7+,34
P518,NH7+,33
P518,NH7+,34
P518,SH7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NH7+,33
P518,SH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,34
P518,SH7+,33
P518,NF7+,34
P518,NH7+,33
P518,NF7+,33
P518,NF7+,34
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,SH7+,33
P518,SH7+,34
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,NF7+,33
P518,SH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,34
P518,NH7+,34
P518,NH7+,34
P518,NH7+,33
P518,NH7+,33
P518,NF7+,34
P518,SF7+,34
P518,SF7+,33
P518,NF7+,33
P518,NF7+,34
P518,NH7+,33
P518,NF7+,33
P518,NF7+,34
P518,NF7+,34
P518,NF7+,34
P518,NH7+,34
P518,SH7+,34
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,34
P518,NF7+,33
P518,NF7+,33
P518,SF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,34
P518,SH7+,33
P518,NF7+,33
P518,NH7+,33
P518,SH7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,33
P518,SF7+,33
P518,SF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,SH7+,33
P518,SF7+,33
P518,NF7+,33
P518,SH7+,34
P518,SF7+,33
P518,NH7+,33
P518,NF7+,33
P518,SF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NF7+,34
P518,SH7+,34
P518,NF7+,34
P518,NH7+,34
P518,NF7+,33
P518,SH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,SF7+,34
P518,NF7+,32
P518,NF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,33
P518,SF7+,34
P518,SF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,34
P518,SH7+,34
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,SH7+,33
P518,NF7+,33
P518,SH7+,33
P518,NF7+,33
P518,NF7+,33
P518,SH7+,34
P518,SH7+,33
P518,NF7+,33
P518,SH7+,33
P518,SF7+,34
P518,NF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,SH7+,33
P518,NF7+,34
P518,NF7+,33
P518,SF7+,34
P518,NH7+,33
P518,NH7+,34
P518,SH7+,33
P518,SF7+,33
P518,SF7+,33
P518,NF7+,34
P518,NH7+,33
P518,NF7+,34
P518,NF7+,34
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,SH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,34
P518,NH7+,33
P518,NF7+,33
P518,NF7+,34
P518,NF7+,33
P518,NF7+,34
P518,NF7+,34
P518,NH7+,34
P518,SF7+,33
P518,SH7+,33
P518,SH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,34
P518,NH7+,34
P518,NH7+,33
P518,SH7+,33
P518,NF7+,34
P518,NF7+,34
P518,NH7+,33
P518,SH7+,33
P518,SH7+,34
P518,NF7+,34
P518,NH7+,33
P518,SF7+,33
P518,NH7+,33
P518,NH7+,34
P518,NH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NH7+,34
P518,NH7+,34
P518,NF7+,33
P518,NH7+,33
P518,SH7+,33
P518,NF7+,33
P518,SH7+,33
P518,SF7+,33
P518,SF7+,34
P518,NF7+,34
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,SF7+,34
P518,NH7+,33
P518,SH7+,33
P518,NF7+,33
P518,NF7+,33
P518,NH7+,33
P518,SF7+,33
P518,NH7+,33
P518,SF7+,34
P518,NF7+,33
P518,SF7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,34
P518,NF7+,34
P518,SF7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,33
P518,SF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NF7+,34
P518,SF7+,33
P518,SH7+,33
P518,NH7+,33
P518,NF7+,33
P518,SF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,33
P518,NF7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,34
P518,NF7+,33
P518,NH7+,33
P518,SH7+,33
P518,NH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,NH7+,34
P518,SH7+,33
P518,SF7+,34
P518,NF7+,33
P518,NF7+,33
P518,SH7+,34
P518,NH7+,34
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,NF7+,33
P518,NH7+,33
P518,SH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NH7+,34
P518,SF7+,33
P518,NF7+,33
P518,SH2+,217
P518,NH2+,217
P518,SF7+,33
P518,NH2+,216
P518,NF7+,33
P518,SH2+,216
P518,NH7+,34
P518,NF2+,217
P518,NF2+,217
P518,SH2+,216
P518,SH2+,217
P518,NF2+,217
P518,NH7+,34
P518,NF7+,34
P518,NF7+,33
P518,NF2+,216
P518,SF7+,33
P518,SF2+,217
P518,SF2+,217
P518,SH2+,217
P518,NH7+,33
P518,SH2+,216
P518,SF2+,216
P518,NF2+,216
P518,SF2+,216
P518,NH2+,217
P518,SH2+,217
P518,SH2+,216
P518,SH2+,216
P518,SF7+,33
P518,NF2+,217
P518,NH7+,34
P518,NF2+,216
P518,NF2+,216
P518,NF7+,33
P518,SH7+,34
P518,NF7+,33
P518,SH7+,33
P518,SH2+,217
P518,NH2+,216
P518,NF7+,34
P518,NH7+,33
P518,SH2+,216
P518,SH7+,33
P518,NH7+,33
P518,SH2+,216
P518,SH7+,34
P518,SH2+,217
P518,NH2+,216
P518,SH2+,216
P518,NH7+,34
P518,SH7+,34
P518,SH2+,216
P518,NH7+,33
P518,NF2+,217
P518,SF7+,33
P518,SF7+,33
P518,NH7+,33
P518,SF2+,217
P518,NH2+,216
P518,NF7+,33
P518,SH7+,33
P518,NH7+,33
P518,NF7+,33
P518,NF7+,34
P518,NF7+,33
P518,NF7+,33
P518,SH7+,33
P518,NF7+,33
P518,NF7+,33
P518,SH7+,33
P518,SF7+,33
P518,NF2+,216
P518,SH7+,34
P518,SH2+,216
P518,NF7+,34
P518,SH2+,216
P518,NF7+,34
P518,NH7+,34
P518,SF7+,33
P518,SH7+,33
P518,SF2+,217
P518,SH7+,33
P518,NH7+,33
P518,NF7+,34
P518,NH7+,33
P518,SF2+,216
P518,NH2+,217
P518,NH2+,217
P518,SF7+,33
P518,SH7+,34
P518,SF7+,34
P518,NH7+,33
P518,SH7+,33
P518,NF2+,217
P518,NF7+,34
P518,SH7+,33
P518,SF2+,217
P518,NF2+,216
P518,SF2+,217
P518,NH2+,217
P518,SH2+,216
P518,SF2+,216
P518,NF7+,34
P518,SF7+,33
P518,NF2+,216
P518,SH2+,216
P518,SF2+,217
P518,NF2+,216
P518,NH7+,33
P518,SF2+,217
P518,SH7+,33
P518,NH7+,33
P518,NF7+,33
P518,SF2+,217
P518,NH7+,33
P518,NF2+,217
P518,SH7+,34
P518,SF7+,33
P518,SF7+,33
P518,NF2+,216
P518,NH2+,217
P518,SH2+,216
P518,SH2+,217
P518,NH2+,217
P518,SF7+,34
P518,NF2+,217
P518,SF7+,34
P518,SF7+,33
P518,NF7+,33
P518,NF2+,217
P518,NH7+,33
P518,SF7+,33
P518,NF7+,33
P518,SH7+,33
P518,SH7+,34
P518,SF2+,216
P518,SH2+,217
P518,NH2+,217
P518,NH2+,217
P518,SH7+,33
P518,SH2+,217
P518,SH2+,217
P518,SH2+,216
P518,SH2+,216
P518,SH7+,33
P518,NH2+,217
P518,NH7+,34
P518,SF7+,33
P518,NF2+,216
P518,SF2+,217
P518,NH2+,217
P518,NH2+,217
P518,SH2+,217
P518,SF2+,216
P518,SH7+,33
P518,NF7+,34
P518,NF2+,217
P518,SF7+,33
P518,SH7+,33
P518,SF2+,216
P518,SH2+,217
P518,NF7+,33
P518,SH7+,34
P518,NH2+,217
P518,NH2+,217
P518,SF7+,33
P518,SF2+,217
P518,NF2+,217
P518,NF2+,217
P518,SF7+,34
P518,SH7+,33
P518,SF7+,34
P518,SH2+,217
P518,SF2+,217
P518,SF2+,216
P518,NH7+,33
P518,NH7+,33
P518,SH2+,217
P518,SF2+,217
P518,SF7+,33
P518,NH7+,34
P518,NH7+,34
